no,comment,Judul Video,Label (Ridho)
721,Biaya un serentak seindonesia puluhan milyar sitem pendistribusian kertas un ..dan keamanan kertas un juga perlu diperhatikan..dan jika un sistem online banyak wilayah yang terdalam belum ad Internet dan banyak masyarakat yang tidak punya hp satu anak sekolah satu hp dan isi pulsa ..kalo anaknya 6 artinya 6 hp dan pulsa untuk ujian ..jika pake komputer banyak anak yang tidak punya komputer dan laptop tidak terbiasa pakai komputer laptop tidak paham nyalain matiin apalagi jawab soal banyak di komputer or laptop karena terkendala ekonomi ..dan banyak wilayah daerah tidak dapat sinyal apalagi pulsa..listrik juga susah karena di pulau digunung dll..tolong dipikirkan kemampuan dan kesiapan mental anak nkri,,Tidak Berhubungan
722,Aduh pa kurulum merdeka cape pak kasian anak² karna kurukulum merdeka ini banyak ahlak anak² kurang baik,,Kontra
723,Usul pak..zonasi di hapuskan..,,Kontra
724,Setiap anak ada batas kemampuan berpikir beda beda jika anak jago hitung gak.bisa hapal harus bisa lulus ujian minimal 7 hapalan ya sulit begitu juga bagi anak yang tidak jago hitungan harus lulus minimal 7 ujian ini sangat menyiksa anak karena saya rasakan dulu begitu beratnya seperti disiksa pelajaran yang mengerikan..ujungnya jadi gak bisa fokus sama apa yang anak bisa malah ngelantur buang waktu dan stres mikir sesuatu yang gak.bisa gak mampu dan memberatkan jadi sekolah bawaannya males mending nongkrong main game karena gak suka pelajaran dan gak sesuai dengan kemampuannya. Ujungnya scroll hp berjam jam ..joget joget gak jelas.males belajar ..ngomongnya kasar ikutin yang viral..sibuk game online mabar..sampai gak ibadah lupa ..karena merasa gak suka pelajaran yang gak sesuai bekat kemampuan dan minat.,,Kontra
725,Enak rumah yang dekat zonasi semakin nempel sekolah semakin bisa sekolah ...kasihan yang nilainya tinggi tapi jauh dari sekolahan...banyak juga pelajaran yang gak sesuai dengan minat dan kemampuan ..dan banyak anak yang umur 5 tahun sudah bisa baca tulis itung harus nganggur mainan layangan ..bengong ujungnya main hp tunggu umur ...banyak juga pelajaran yangbharus tetap diikuti padahal gak sssuai dengan bakat dan minat misalnya mau masuk elektro harus ikut manajemen ekonomi dll..jurusan ekonomi harus belajar fisika kimia padahal gakbisa ..kaya saya gak bisa hapal harus ujian biologi akhirnya nilainya 3 padahal ujungnya kuliah elektro..jurusan bahasa mau jadi guru bahasa inggris harus ujian nilai bagus untuk lulus ujian matematika fisika biologi..jadi bikin pusing memberatkan saya dulu sampai nangis karena gak.bisa hapal tapi harus ujian nilai minimal 7 ujian baru bisa lulus jadi remidial her ulang terus itu ujian sampai  sakit tipes gak makan pusing ..itu pengalaman saya..,,Tidak Berhubungan
726,Pak mentri yang terhormat. Kembalikan tugas dan fungsi guru sebagai tenaga pengajar. Bukan mengurus adminitrasi  ke sana kemari.,,Kontra
727,pak prof Mu&#39;ti kembal8kzn kurikulum yg dihilangkan makarin.....buat kurikulum yg sdh benar. ajari makarin,,Kontra
728,"Serahkanlah pekerjaan itu kepada Ahlinya, kalau tidak tunggulah saat kehancurannya. Alhamdulillah Pendidikan sudah ditangan ahlinya, semoga dapat segera memperbaiki sistem pendidikan yg lebih menguntungkan bagi guru2 maupun bagi peserta didik atau siswa",,Tidak Berhubungan
729,Kurikulum jaman dulu lebih hebat terbukti melahirkan tokoh2 yg hebat dan sekarang muncul lah orang2 joos,,Kontra
730,Prabowo tau etika pulitik ekonomi cara yang sehat cara berpikir sehat,,Tidak Berhubungan
731,Betul-betul prabowo itu gurunya orang-orang yang pintar Prabowo-Hary sudah desebut master guru keilmuan pengetahuan pulitik ekonomi pusitip ekonomi cara2 pulitik ekonomi sehat berpikir cara yang sehat,,Tidak Berhubungan
732,"Sebagai guru saya sangat berharap pada menteri pendidikan yang baru, semoga bisa membuat pendidikan Indonesia semakin maju karena jadi guru zaman now itu sulit  terutama saat menghadapi mental murid dan orang tua murid yang cengeng😢",,Tidak Berhubungan
733,"Sebaiknya distop Oak jarena kl dibandingkan banyak negaripnya daripada positipnya,itu akan hanta memudahkan penambahan PEppara GOJEK.",,Kontra
734,Kurikulum merdeka byk projek yg perlu biaya dan itu memberatkan untuk ortu......<br>Dan penjurusan sebaiknya dikembalikan ke semula.....,,Kontra
735,"Ganti kurikulum merdeka kurangi Administras guru, fokuskan guru mengajar dan gajinya dinaikan lagi",,Kontra
736,Sepakat pak mentri,,Tidak Berhubungan
737,Kalau bisa sistim zonasi dihapuskan bapakkk.....kasian calon siswa yang posisinya diperbatasan wilayah desa yang dari sekolahan... Sekolah ke-A Ndak diterima..... Daftar sekolah B pun TDK diterima karena zonasi jarak kesekolanya TDK memungkinkan....pusing!,,Kontra
738,Selama di pimpin nadim pendidikan banyak yg amburadul,,Kontra
739,"Setuju jika Kurmer di hapus, guru penggerak di bubarkan",,Kontra
740,Wong pinter kui keton soko omonge. Jossssss,,Tidak Berhubungan
741,JGN TRLALU LAMA MENGKAJI PAK MENTRI NNTI KEBURU BASI..<br>HARUS GERCEP.,,Tidak Berhubungan
742,Kumer yang pinter hanya tertentu ..,,Kontra
743,Enak jaman pak Harto ada NEM yg standar nilai murni utk berkompetisi,,Kontra
744,"Tolong hapus aplikasi PMM yang membuat guru ribet dalam mengajar, jadi tidak fokus mengajar, hanya memikirkan pelaporan,webinar,seminar gjls.. cukup di ekinerja saja.",,Kontra
745,"KOLABORASI AKTIF KEMENDIKBUD BERSAMA KEMENAKER, AGAR PASCA SEKOLAH, PARA SISWA JELAS BERSEMANGAT SESUAI JURUSAN DAN BAKAT, MUDAH MENDAPATKAN PEKERJAAN,... OBYEKTIF MENGENTASKAN PENGANGGURAN,..",,Kontra
746,Jaman dulu lulus SMP susahnya minta ampun apalagi pas SMA dan seterusnya itu membuat SDM kita lebih berkualitas,,Tidak Berhubungan
747,Zonasi dihapus,,Kontra
748,Kereen pak mentri,,Tidak Berhubungan
749,Sing penting pendidikan gratis ora aneh2 yo wes kakean kebijakan,,Tidak Berhubungan
750,Bismillah..ganti yang baru.. semoga lebih baik,,Tidak Berhubungan
751,Komen aja tdk ada realisazi😅,,Tidak Berhubungan
752,"Tolonglah sistem zonasi jgn dihapus Pak. Biar sekolah² kecil ga tutup. Kalau ditutup, negara jg mengalami kerugian",,Kontra
753,"Mohon pa Mentri, untuk kesejahteraan guru diperhatikan, termasuk guru yang mengajar diswasta",,Tidak Berhubungan
754,Smg berjln program.,,Tidak Berhubungan
755,"pak adakan lagi ujian nasional pak,krn syarat kuliah di sebagian negara eropa khususnya belanda dan jerman adl ujian nasional.",,Kontra
756,CUKUP KURANGI ADMINISTRASI YG MENJADI BEBAN GURU. BIARKAN GURU FOKUS MENYIAPKAN MODUL AJAR DAN BAHAN AJAR SAJA SPY MENDAMPINGI SISWA DI KELAS DGN MAKSIMAL.,,Kontra
757,pak menteri prof mu&#39;ti tolong hapus zonasi nggih pak,,Kontra
758,"Ujian standarisasi Nasional perlu diselenggarakan lagi.<br>Masuk ke sekolah untuk jenjang SMP, nilai belajar di SD 70 persen dan ditambah nilai tes masuk.<br>Masuk ke SMA pun demikian, Nilai belajar di SMP ditambah nilai tes masuk.<br>Berlakukan kembali nilai merah diraport.<br>Materi Pelajaran Pendidikan Moral dan sejarah bangs harus diajarkan kembali.<br>Perkuat pembelajaran di tingkat dasar dengan berhitung(Matematika),bahasa dan Ilmu Pengetehuan Alam.<br>Kaji kembali materi pelajaran Pendidikan Kewarganegaraan, seimbangkan antara kewajiban sebagai warga negara dan hak sebagai warga negara.",,Kontra
759,"Gotong royong, jangan lupakan guru swasta yang selama ini dianak tirikan dinegri ini.",,Kontra
760,Kurikulum merdeka tak cocok harus dipakai yg positifnya saja,,Kontra
761,"Byk siswa yang bodoh pak semenjak ada k13😅, tolong kembalikan KTSP",,Kontra
762,Tolong pak mentri..<br>Pendidikan akhlak dan pendidikan moral pancasila diterapkan lagi pak biar generasi kita tdk tergerus oleh zaman pak🙏🙏,,Tidak Berhubungan
763,Tiru India pak masalah pendidikan SDMnya cepat dan pesat lahirkan orang 2 sukses,,Kontra
764,1. Kembalikan kurikulum KTSP sudah terbukti dan efektif <br>2. HAPUS ZONASI <br>3. Kembalikan Ujian Nasional <br>4. Hapus kebijakan Guru penggerak sbg kepala sekolah. <br>5. Digitalisasi penting namun jangan mengorbankan mutu pendidikan untuk sebuah digitalisasi semata.,,Kontra
765,Berbuatla kebaikan pada guru karna guru tiang negara..dan ingt 1 juta guru itu milih prabowo sudah pasti prabowo berjasa pada guru..jngn mntri aja yg mnikmatinya..mn lebih baik 1 juta dibanding 1.,,Tidak Berhubungan
766,"Tolonglah Pak evaluasi semua, kasihan anak2 kita. kami di paksa harus curiga bahwa kebijakan nadiem kemarin seperti konspirasi untuk membodohkan generasi, segera ambil kebijakan, krisis moral dan mental generasi di depan mata",,Kontra
767,Ini baru mentri .keren .sehat selalau pak mentri,,Tidak Berhubungan
768,"Kembalikan pendidikan dikelola pusat,,, pemkab tidak peduli dengan pendidikan pak... Politik pilkada dan pilcaleg kabupaten membuat pendidikan  makin buruk",,Tidak Berhubungan
769,"Semoga Presiden TDK SALAH PILIH MENTERI, MEMANG BERKOMPETEN DI BIDANG PENDIDIKAN<br>Banyak harapan kpd Pak Menteri yg baru, BIARKAN ANAK DIDIK MENIKMATI PROSES BELAJARNYA, BIARKAN PARA GURU &quot;FOKUS&quot; DLM MENGAJAR ANAK DIDIK, TDK SIBUK DGN TUGASNYA SENDIRI...",,Tidak Berhubungan
770,Yg jelas kurikulum itu jangan dibuat secara terburu buru harus dikaji berulang2 sebelum diberlakukan..karena melihat dari mutu pendidikan di negeri RI sangat buruk dan peserta didik terbukti ditanya kepanjangan SMP OSIS MPR setingkat SMP tak bisa menjawab dg benar.ini contoh kecil kemerosotan pendidikan kita sejak NADIM yg menjadi Mendiknas..,,Tidak Berhubungan
771,"hebat pak mentri yg baru ,  bicara nya dapat di pahami  tak ada beban  untuk mnyampaikan",,Tidak Berhubungan
772,Sy heran sn jokowi nadiem majarim kok bisa jadi mentri dikbud juga menpora kayak gitu.heranya di era prabowo menpora masih itu juga 🤦,,Tidak Berhubungan
773,Jangan zonasi pak. Biar ada persaingan jadi dalam memilih sekolah dengan tes bersaing pak,,Kontra
774,Bismillahirahmanirrahim<br>Semoga Allah merahmati bapak menteri pendidikan dan semua yang berbuat baik untuk bangsa Indonesia,,Tidak Berhubungan
775,Alhamdulillah pak menteri in Shaa Allah sehat dan selalu berpihak kepada rakyat kedepan,,Tidak Berhubungan
776,",🔥🔥 bapak... Bijaksana skli",,Tidak Berhubungan
777,Perkuat kurikulum karakter di sekolah Pak Menteri,,Tidak Berhubungan
778,"Terimakasih Pak Menteri. Setuju untuk peninjauan ulang kurikulum merdeka, Benar betul Pak fenomena tugas guru di Kuriklum Merdekaaa yang sangat tidak masuk akal, pengurusan seleksi untuk penerimaan sertifikasi pun sangat sulit. Tidak seperti dulu. Semoga rencana pemberian tambahan kesejahteraan guru lebih memprioritaskan guru yang belum sertifikasi yang belum sejahtera hingga saat ini",,Kontra
779,Kembali ke Kurikulum 13,,Kontra
780,Pak Mentri.....<br>Tolong selesaikan persolan ini kami pengawas pai yang diangkat oleh bupati bagaikan anak yang tidak tercatat dalam kartu keluarga,,Tidak Berhubungan
781,"tidak perlu dikaji ulang pak menteri .ganti saja .semua program menteri nadim makarim di hilangkan saja .guru penggerak, kurikulum merdeka, PMM, guru pemburu sertifikat hilangkan saja . guru penggerak sangat tidak bermutu, triliunan rupiah sia2 .siswa hy jadi content saja .guru penggerak tdk pernah mengajar .guru penggerak menjadi sombong dan beda dari sebelumnya.",,Kontra
782,Insyaallah sht² untuk pak mentri semangat untuk memperbaiki dunia pendidikan,,Tidak Berhubungan
783,Kurmer hapus..aplikasi PMM hapus jg,,Kontra
784,"Kami bersyukur ada revisi kembali krna hanya guru yg merdeka,guru hnya mburi tugas rumahorg tua yg repot drmah.",,Kontra
785,SEMOGA SISTIM PPDB LEWAT ZONASI DIHAPUS DAN DIKEMBALIKAN KE NILAI UN SEPERTI DULU... MENTERI YG DULU BILANGNYA ZONASI SUPAYA MERATA TAPI MALAH MENGHAMBAT ANAK YG MAU SEKOLAH DI SEKOLAH YG BAGUS DAN KOMPETEN.. JALUR ZONASI MALAH MEMULUSKAN TITIPAN..,,Kontra
786,"Hilangkan Asesmen,  laksanakan UN tahun berikutnya, kalau asesmen siswa tdk belajar, kalau UN siswa berlomba-lomba untuk belajar, Pak menteri yg saya hormati, Kurikulum Merdeka perlu diganti karena menyita waktu guru untuk mengajar, guru sibuk dgn PMM. trims.",,Kontra
787,Tiap sekolah harus ada pegawai administrasi minimal 3...jadi setiap sekolah administrasi sudah ada yg handel.....jadi disesuaikan dengan tupoksinya masing-masing...... pegawai administrasi digaji negara seperti ASN,,Kontra
788,"Mhn pak Menteri,kurikulum merdeka belajar dihapus sangat tdk relevan untuk mencerdaskan anak didik Indonrsia",,Kontra
789,Guru agama sekolah umum ditarik pengelolaan sertifikasinya kepada kemdikbud pak🙏🙏🙏🙏 karena kami menunggu sertifikasi seperti menunggu antrian haji,,Tidak Berhubungan
790,"Ini baru namanya Mentri Pendidikan : Cerdas,Bersahaja tidak Gerasa Gerusu.",,Tidak Berhubungan
791,"Berharap,  guru penggerak jgn jdkan syarat sebagai kepsek atao pengawas, krn sekolah akan kehilangan/kekurangan guru lagi, shngga siswa dirugikan. Juga jangan diberi izin seorang guru alih fungsi menjdi tenaga Struktural, krn sekolah juga akan dirugikan, kekurangan guru.logikanya nih, jk guru itu ditarik mnjd tenaga struktural (krn politik),, artinya guru itu berlebihan, tp yg saat ini krn politik, banyak guru yg ditarik ke kantor, sklh ditinggalkan, siswa ditingal kan, sementara mencari penggantinya sulit sekali, sklh tdk boleh membayar honor dengan dana BOS, lalu ktk gurunya menghilang, mk tdk ada pengganti  , kosong tuh mata pelajarannya. Tolong pa ya,",,Kontra
792,Kurikulum merdeka meupakan kurikulum paling bias,,Kontra
793,"Kurikulum merdeka harap diganti pak, karena sangat tidak cocok anak2....saya sangat setuju kurikulum tahun 1994 sistem NEM ,raport merah, nai dan tidak naik kelas dan juga kulus dan tidak lulus.",,Kontra
794,Bijaksana sekali<br>asli Pa cobian pantau sekolah di kampung. jadikan Studi Banding<br>supaya bisa jd Bahan kajian bersama,,Tidak Berhubungan
795,Semoga semua guru yg masih honorer dan tenaga kependidikan serta penjaga sekolah sd smp sma di perhatikan utk kesejahteraan karna masih di bawah kelayakan menerima honor dr sekolah... Mohon utk bpak mentri yg baru smoga bisa men sejahterakan 😢😢,,Tidak Berhubungan
796,Trmksh bpak mentri su perhatikan kami guru agama yg belum sertifikasi sampai skrng,,Tidak Berhubungan
797,Tolong pak menteri guru swasta mohon supaya diperhatikan.(Kasihan juga),,Tidak Berhubungan
798,bravo pak menteri 🎉,,Tidak Berhubungan
799,Orang tua yang salah  mendidik,,Tidak Berhubungan
800,"Terima kasih Pak Menteri. Semoga Pendidikan nasional makin maju ke depannya. Semoga guru tetap bisa menjadi figur yang digugu dan ditiru, mengantarkan anak bangsa yang berakhlak mulia.",,Tidak Berhubungan
801,...tetap saja ganti menteri ganti model  ? dan honorer kayaknya masih tambah seiring selesainya pilkada..?,,Tidak Berhubungan
802,"Enak penjelasannya mudah dicerna dan proporsional, semoga semakin berjaya pendidikan di Indonesia, sehat selalu prof",,Tidak Berhubungan
803,"Bapak menteri terima kasih atas perhatiannya untuk sekolah2 swasta,.. Tuhan berkati pa Prof.Mu&#39;ti 🙏🏼👍🏽",,Tidak Berhubungan
804,Bapak menteri ini sangat bagus menjelaskan segala sesuatunya sederhana cara berpikirnya tidak bertele-tele apalagi muluk-muluk. Bravo bapak. Sehat afiat selalu dalam lindungan Allah SWT.  Aamiiin...❤,,Tidak Berhubungan
805,"sebenarnya gampang aja pak. guru dan semua orang tua rapat di sekolah, membicarakan persetujuan kepada orang tua. kalau orang tuanya setuju anaknya ditegaskan untuk membuat disiplin anak itu, otomatis TDK ada lapor melapor,karena orangtua sudah mengijinkan anaknya dihukum tetapi masih dalam hal yg wajar. buat gitu aja pak. suruh orangtua membuat perjanjian di atas materai sebagian bukti kesepakatan, antara orangtua dan guru, jadi jika ada laporan, lihatkan saja surat perjanjian itu🙏☺️",,Tidak Berhubungan
806,Guru di daerah terpencil yg medannya berat seharusnya ada tunjangan khusus yg lebih besar. Agar guru didaerah terpencil tetap semangat mengajar.,,Tidak Berhubungan
807,"Asalamulaikum pak menteri, mohon di perhatikan kesejahteraan guru swasta.",,Tidak Berhubungan
808,ORANG TUA HARUS MENGEDUKASI ANAKNYA JADI PINTAR.JANGAN MERASA KEBERATAN KALAU ANAKNYA TIDAK NAIK KLAS TIDAK LULUS<br>SADARI DIRI ANDA BAHWA SAYA GAGAL MENDIDIK ANAK SAYA <br>JANGAN SALAHKAN GURU,,Tidak Berhubungan
809,"Mohon Pak Menteri Pendidikan Dasar &amp; Menegah Bp.Abdul Mu&#39;ti memasukkan Pelajaran Sejarah Bangsa agar para Tokoh Pahlawan mendapat perlindungan Negara dari bahaya klaim sepihak, perampokan sejarah oleh klan Habib Baklawi Yaman yang terang - terangan ingin menguasai negara Indonesia, padahal sejatinya mereka Nebeng di Nusantara ⛔",,Tidak Berhubungan
810,"Maunya pelajaran pmp kek jaman dulu😂 trus pelajaran pkk untuk moral di meja makan, paham gizi,",,Tidak Berhubungan
811,kurikulum merdeka gak usah di pakai.buang jalur jonasi,,Kontra
812,"Masukkan kurikulum ANTI KORUPSI mulai siswa SD, SMP, SMA, termasuk pesantren.",,Tidak Berhubungan
813,Mantap. I Like It,,Tidak Berhubungan
814,Kurikulum merdeka artinya mungkin merdeka gak usah belajar akhirnya waktunya cuma dibuat main hape dan sound horeg. Anak saya kelas 4 SD belum hapal perkalian sampai 5 padahal dulu saya kelas 3 sudah hapal sampai 10. Dulu juga rasa2nya sedikit waktu buat main2. Kalau sekarang lebih banyak libur dan mainnya. Main hape dari sepulang sekolah loss sampai jam 7 malam. Jam 7 mulai deh main sound horeg sampai jelang tidur. Entah kapan belajarnya.  Sekolah anak saya juga entah kenapa dikit2 libur. Dari sepekan paling cuma masuk sekolah 5 hari. Saya gak ngerti apa sebenarnya tujuan nadiem dengan kurikulum payah itu.,,Kontra
815,"Hidupp pak mu&#39;ti<br>Semoga panjang umur sehat selalu pak<br>Membuat pendidikan kita semakin baik pakk<br>Kami dari guru hoborer di lampung<br>Mendoakan perbaikan pendidikan dari semua segi dan lini pak<br>Guru , murid , dan kesejahteraan guru dan murid",,Tidak Berhubungan
816,"Kalau hanya pejabat yg Bapak kunjungi pasti mereka bilangnya bagus, dan takkan dapat solusi",,Tidak Berhubungan
817,Hilangkan Kurikulum Merdeka,,Kontra
818,Ganti saja ak kurikulumnya. Kurikulum tukang ojek kok dibawa kesekolah,,Kontra
819,"Kembalikan kurikulum ke versi sebelum kurikulum merdeka, mungkin bisa jadi lebih baik keadaannya.",,Kontra
